sku,customer,period_date,quantity,revenue
SKU-038,Delta Corp,2025-04-28,31,24280.44
SKU-038,Alfa Industries,2025-05-05,135,105737.4
SKU-038,Beta Manufacturing,2025-05-05,103,80673.72
SKU-038,Gamma Tools,2025-05-05,59,46211.16
SKU-038,Delta Corp,2025-05-05,22,17231.28
SKU-038,Alfa Industries,2025-05-12,86,67358.64
SKU-038,Beta Manufacturing,2025-05-12,77,60309.48
SKU-038,Gamma Tools,2025-05-12,36,28196.64
SKU-038,Delta Corp,2025-05-12,54,42294.96
SKU-038,Alfa Industries,2025-05-19,113,88506.12
SKU-038,Beta Manufacturing,2025-05-19,88,68925.12
SKU-038,Gamma Tools,2025-05-19,52,40728.48
SKU-038,Delta Corp,2025-05-19,49,38378.76
SKU-038,Alfa Industries,2025-05-26,132,103387.68
SKU-038,Beta Manufacturing,2025-05-26,99,77540.76
SKU-038,Gamma Tools,2025-05-26,68,53260.32
SKU-038,Delta Corp,2025-05-26,8,6265.92
SKU-038,Alfa Industries,2025-06-02,99,77540.76
SKU-038,Beta Manufacturing,2025-06-02,83,65008.92
SKU-038,Gamma Tools,2025-06-02,68,53260.32
SKU-038,Delta Corp,2025-06-02,22,17231.28
SKU-038,Alfa Industries,2025-06-09,120,93988.8
SKU-038,Beta Manufacturing,2025-06-09,97,75974.28
SKU-038,Gamma Tools,2025-06-09,69,54043.56
SKU-038,Delta Corp,2025-06-09,25,19581.0
SKU-038,Alfa Industries,2025-06-16,129,101037.96
SKU-038,Beta Manufacturing,2025-06-16,89,69708.36
SKU-038,Gamma Tools,2025-06-16,64,50127.36
SKU-038,Delta Corp,2025-06-16,21,16448.04
SKU-038,Alfa Industries,2025-06-23,125,97905.0
SKU-038,Beta Manufacturing,2025-06-23,101,79107.24
SKU-038,Gamma Tools,2025-06-23,62,48560.88
SKU-038,Delta Corp,2025-06-23,27,21147.48
SKU-038,Alfa Industries,2025-06-30,133,104170.92
SKU-038,Beta Manufacturing,2025-06-30,86,67358.64
SKU-038,Gamma Tools,2025-06-30,53,41511.72
SKU-038,Delta Corp,2025-06-30,49,38378.76
SKU-038,Alfa Industries,2025-07-07,119,93205.56
SKU-038,Beta Manufacturing,2025-07-07,99,77540.76
SKU-038,Gamma Tools,2025-07-07,65,50910.6
SKU-038,Delta Corp,2025-07-07,19,14881.56
SKU-038,Alfa Industries,2025-07-14,117,91639.08
SKU-038,Beta Manufacturing,2025-07-14,96,75191.04
SKU-038,Gamma Tools,2025-07-14,54,42294.96
SKU-038,Delta Corp,2025-07-14,56,43861.44
SKU-038,Alfa Industries,2025-07-21,118,92422.32
SKU-038,Beta Manufacturing,2025-07-21,83,65008.92
SKU-038,Gamma Tools,2025-07-21,56,43861.44
SKU-038,Delta Corp,2025-07-21,20,15664.8
SKU-038,Alfa Industries,2025-07-28,92,72058.08
SKU-038,Beta Manufacturing,2025-07-28,71,55610.04
SKU-038,Gamma Tools,2025-07-28,68,53260.32
SKU-038,Delta Corp,2025-07-28,21,16448.04
SKU-038,Alfa Industries,2025-08-04,120,93988.8
SKU-038,Beta Manufacturing,2025-08-04,78,61092.72
SKU-038,Gamma Tools,2025-08-04,58,45427.92
SKU-038,Delta Corp,2025-08-04,40,31329.6
SKU-038,Alfa Industries,2025-08-11,130,101821.2
SKU-038,Beta Manufacturing,2025-08-11,91,71274.84
SKU-038,Gamma Tools,2025-08-11,71,55610.04
SKU-038,Delta Corp,2025-08-11,37,28979.88
SKU-038,Alfa Industries,2025-08-18,115,90072.6
SKU-038,Beta Manufacturing,2025-08-18,91,71274.84
SKU-038,Gamma Tools,2025-08-18,65,50910.6
SKU-038,Delta Corp,2025-08-18,33,25846.92
SKU-038,Alfa Industries,2025-08-25,121,94772.04
SKU-038,Beta Manufacturing,2025-08-25,100,78324.0
SKU-038,Gamma Tools,2025-08-25,56,43861.44
SKU-038,Delta Corp,2025-08-25,20,15664.8
SKU-038,Alfa Industries,2025-09-01,139,108870.36
SKU-038,Beta Manufacturing,2025-09-01,101,79107.24
SKU-038,Gamma Tools,2025-09-01,60,46994.4
SKU-038,Delta Corp,2025-09-01,14,10965.36
SKU-038,Alfa Industries,2025-09-08,132,103387.68
SKU-038,Beta Manufacturing,2025-09-08,104,81456.96
SKU-038,Gamma Tools,2025-09-08,84,65792.16
SKU-038,Alfa Industries,2025-09-15,135,105737.4
SKU-038,Beta Manufacturing,2025-09-15,101,79107.24
SKU-038,Gamma Tools,2025-09-15,63,49344.12
SKU-038,Delta Corp,2025-09-15,17,13315.08
SKU-038,Alfa Industries,2025-09-22,146,114353.04
SKU-038,Beta Manufacturing,2025-09-22,111,86939.64
SKU-038,Gamma Tools,2025-09-22,49,38378.76
SKU-038,Delta Corp,2025-09-22,31,24280.44
SKU-038,Alfa Industries,2025-09-29,114,89289.36
SKU-038,Beta Manufacturing,2025-09-29,89,69708.36
SKU-038,Gamma Tools,2025-09-29,88,68925.12
SKU-038,Delta Corp,2025-09-29,43,33679.32
SKU-038,Alfa Industries,2025-10-06,152,119052.48
SKU-038,Beta Manufacturing,2025-10-06,104,81456.96
SKU-038,Gamma Tools,2025-10-06,88,68925.12
SKU-038,Delta Corp,2025-10-06,20,15664.8
SKU-038,Alfa Industries,2025-10-13,133,104170.92
SKU-038,Beta Manufacturing,2025-10-13,82,64225.68
SKU-038,Gamma Tools,2025-10-13,84,65792.16
SKU-038,Alfa Industries,2025-10-20,126,98688.24
SKU-038,Beta Manufacturing,2025-10-20,94,73624.56
SKU-038,Gamma Tools,2025-10-20,54,42294.96
SKU-038,Delta Corp,2025-10-20,44,34462.56
SKU-038,Alfa Industries,2025-10-27,170,133150.8
SKU-038,Beta Manufacturing,2025-10-27,115,90072.6
SKU-038,Gamma Tools,2025-10-27,87,68141.88
SKU-038,Delta Corp,2025-10-27,17,13315.08
SKU-038,Alfa Industries,2025-11-03,142,111220.08
SKU-038,Beta Manufacturing,2025-11-03,97,75974.28
SKU-038,Gamma Tools,2025-11-03,79,61875.96
SKU-038,Delta Corp,2025-11-03,1,783.24
SKU-038,Alfa Industries,2025-11-10,112,87722.88
SKU-038,Beta Manufacturing,2025-11-10,83,65008.92
SKU-038,Gamma Tools,2025-11-10,56,43861.44
SKU-038,Delta Corp,2025-11-10,70,54826.8
SKU-038,Alfa Industries,2025-11-17,114,89289.36
SKU-038,Beta Manufacturing,2025-11-17,71,55610.04
SKU-038,Gamma Tools,2025-11-17,60,46994.4
SKU-038,Delta Corp,2025-11-17,60,46994.4
SKU-038,Alfa Industries,2025-11-24,131,102604.44
SKU-038,Beta Manufacturing,2025-11-24,84,65792.16
SKU-038,Gamma Tools,2025-11-24,56,43861.44
SKU-038,Delta Corp,2025-11-24,26,20364.24
SKU-038,Alfa Industries,2025-12-01,119,93205.56
SKU-038,Beta Manufacturing,2025-12-01,98,76757.52
SKU-038,Gamma Tools,2025-12-01,67,52477.08
SKU-038,Delta Corp,2025-12-01,33,25846.92
SKU-038,Alfa Industries,2025-12-08,155,121402.2
SKU-038,Beta Manufacturing,2025-12-08,112,87722.88
SKU-038,Gamma Tools,2025-12-08,62,48560.88
SKU-038,Delta Corp,2025-12-08,22,17231.28
SKU-038,Alfa Industries,2025-12-15,105,82240.2
SKU-038,Beta Manufacturing,2025-12-15,94,73624.56
SKU-038,Gamma Tools,2025-12-15,55,43078.2
SKU-038,Delta Corp,2025-12-15,43,33679.32
SKU-038,Alfa Industries,2025-12-22,124,97121.76
SKU-038,Beta Manufacturing,2025-12-22,81,63442.44
SKU-038,Gamma Tools,2025-12-22,62,48560.88
SKU-038,Delta Corp,2025-12-22,37,28979.88
SKU-038,Alfa Industries,2025-12-29,113,88506.12
SKU-038,Beta Manufacturing,2025-12-29,103,80673.72
SKU-038,Gamma Tools,2025-12-29,71,55610.04
SKU-038,Delta Corp,2025-12-29,40,31329.6
SKU-038,Alfa Industries,2026-01-05,160,125318.4
SKU-038,Beta Manufacturing,2026-01-05,117,91639.08
SKU-038,Gamma Tools,2026-01-05,71,55610.04
SKU-038,Delta Corp,2026-01-05,20,15664.8
SKU-038,Alfa Industries,2026-01-12,127,99471.48
SKU-038,Beta Manufacturing,2026-01-12,105,82240.2
SKU-038,Gamma Tools,2026-01-12,78,61092.72
SKU-038,Delta Corp,2026-01-12,12,9398.88
SKU-038,Alfa Industries,2026-01-19,125,97905.0
SKU-038,Beta Manufacturing,2026-01-19,101,79107.24
SKU-038,Gamma Tools,2026-01-19,63,49344.12
SKU-038,Delta Corp,2026-01-19,56,43861.44
SKU-038,Alfa Industries,2026-01-26,129,101037.96
SKU-038,Beta Manufacturing,2026-01-26,100,78324.0
SKU-038,Gamma Tools,2026-01-26,49,38378.76
SKU-038,Delta Corp,2026-01-26,29,22713.96
SKU-038,Alfa Industries,2026-02-02,119,93205.56
SKU-038,Beta Manufacturing,2026-02-02,75,58743.0
SKU-038,Gamma Tools,2026-02-02,66,51693.84
SKU-038,Delta Corp,2026-02-02,29,22713.96
SKU-038,Alfa Industries,2026-02-09,146,114353.04
SKU-038,Beta Manufacturing,2026-02-09,114,89289.36
SKU-038,Gamma Tools,2026-02-09,72,56393.28
SKU-038,Delta Corp,2026-02-09,5,3916.2
SKU-038,Alfa Industries,2026-02-16,128,100254.72
SKU-038,Beta Manufacturing,2026-02-16,92,72058.08
SKU-038,Gamma Tools,2026-02-16,67,52477.08
SKU-038,Delta Corp,2026-02-16,31,24280.44
SKU-038,Alfa Industries,2026-02-23,136,106520.64
SKU-038,Beta Manufacturing,2026-02-23,91,71274.84
SKU-038,Gamma Tools,2026-02-23,64,50127.36
SKU-038,Delta Corp,2026-02-23,6,4699.44
SKU-038,Alfa Industries,2026-03-02,152,119052.48
SKU-038,Beta Manufacturing,2026-03-02,117,91639.08
SKU-038,Gamma Tools,2026-03-02,68,53260.32
SKU-038,Delta Corp,2026-03-02,48,37595.52
SKU-039,Alfa Industries,2025-03-10,192,89884.8
SKU-039,Beta Manufacturing,2025-03-10,119,55709.85
SKU-039,Gamma Tools,2025-03-10,80,37452.0
SKU-039,Delta Corp,2025-03-10,49,22939.35
SKU-039,Alfa Industries,2025-03-17,104,48687.6
SKU-039,Beta Manufacturing,2025-03-17,87,40729.05
SKU-039,Gamma Tools,2025-03-17,50,23407.5
SKU-039,Delta Corp,2025-03-17,32,14980.8
SKU-039,Alfa Industries,2025-03-24,121,56646.15
SKU-039,Beta Manufacturing,2025-03-24,98,45878.7
SKU-039,Gamma Tools,2025-03-24,63,29493.45
SKU-039,Delta Corp,2025-03-24,44,20598.6
SKU-039,Alfa Industries,2025-03-31,145,67881.75
SKU-039,Beta Manufacturing,2025-03-31,99,46346.85
SKU-039,Gamma Tools,2025-03-31,47,22003.05
SKU-039,Delta Corp,2025-03-31,21,9831.15
SKU-039,Alfa Industries,2025-04-07,162,75840.3
SKU-039,Beta Manufacturing,2025-04-07,84,39324.6
SKU-039,Gamma Tools,2025-04-07,72,33706.8
SKU-039,Delta Corp,2025-04-07,39,18257.85
SKU-039,Alfa Industries,2025-04-14,81,37920.15
SKU-039,Beta Manufacturing,2025-04-14,68,31834.2
SKU-039,Gamma Tools,2025-04-14,48,22471.2
SKU-039,Delta Corp,2025-04-14,15,7022.25
SKU-039,Alfa Industries,2025-04-21,172,80521.8
SKU-039,Beta Manufacturing,2025-04-21,90,42133.5
SKU-039,Gamma Tools,2025-04-21,84,39324.6
SKU-039,Delta Corp,2025-04-21,61,28557.15
SKU-039,Alfa Industries,2025-04-28,62,29025.3
SKU-039,Beta Manufacturing,2025-04-28,41,19194.15
SKU-039,Gamma Tools,2025-04-28,35,16385.25
SKU-039,Delta Corp,2025-04-28,22,10299.3
SKU-039,Alfa Industries,2025-05-05,157,73499.55
SKU-039,Beta Manufacturing,2025-05-05,121,56646.15
SKU-039,Gamma Tools,2025-05-05,89,41665.35
SKU-039,Delta Corp,2025-05-05,10,4681.5
SKU-039,Alfa Industries,2025-05-12,157,73499.55
SKU-039,Beta Manufacturing,2025-05-12,100,46815.0
SKU-039,Gamma Tools,2025-05-12,82,38388.3
SKU-039,Delta Corp,2025-05-12,21,9831.15
SKU-039,Alfa Industries,2025-05-19,111,51964.65
SKU-039,Beta Manufacturing,2025-05-19,107,50092.05
SKU-039,Gamma Tools,2025-05-19,58,27152.7
SKU-039,Delta Corp,2025-05-19,71,33238.65
SKU-039,Alfa Industries,2025-05-26,50,23407.5
SKU-039,Beta Manufacturing,2025-05-26,46,21534.9
SKU-039,Gamma Tools,2025-05-26,34,15917.1
SKU-039,Delta Corp,2025-05-26,4,1872.6
SKU-039,Alfa Industries,2025-06-02,158,73967.7
SKU-039,Beta Manufacturing,2025-06-02,106,49623.9
SKU-039,Gamma Tools,2025-06-02,61,28557.15
SKU-039,Delta Corp,2025-06-02,46,21534.9
SKU-039,Alfa Industries,2025-06-09,103,48219.45
SKU-039,Beta Manufacturing,2025-06-09,69,32302.35
SKU-039,Gamma Tools,2025-06-09,53,24811.95
SKU-039,Delta Corp,2025-06-09,39,18257.85
SKU-039,Alfa Industries,2025-06-16,108,50560.2
SKU-039,Beta Manufacturing,2025-06-16,84,39324.6
SKU-039,Gamma Tools,2025-06-16,52,24343.8
SKU-039,Delta Corp,2025-06-16,26,12171.9
SKU-039,Alfa Industries,2025-06-23,128,59923.2
SKU-039,Beta Manufacturing,2025-06-23,109,51028.35
SKU-039,Gamma Tools,2025-06-23,51,23875.65
SKU-039,Delta Corp,2025-06-23,64,29961.6
SKU-039,Alfa Industries,2025-06-30,109,51028.35
SKU-039,Beta Manufacturing,2025-06-30,85,39792.75
SKU-039,Gamma Tools,2025-06-30,51,23875.65
SKU-039,Delta Corp,2025-06-30,26,12171.9
SKU-039,Alfa Industries,2025-07-07,135,63200.25
SKU-039,Beta Manufacturing,2025-07-07,103,48219.45
SKU-039,Gamma Tools,2025-07-07,58,27152.7
SKU-039,Delta Corp,2025-07-07,29,13576.35
SKU-039,Alfa Industries,2025-07-14,126,58986.9
SKU-039,Beta Manufacturing,2025-07-14,99,46346.85
SKU-039,Gamma Tools,2025-07-14,82,38388.3
SKU-039,Delta Corp,2025-07-14,21,9831.15
SKU-039,Alfa Industries,2025-07-21,152,71158.8
SKU-039,Beta Manufacturing,2025-07-21,90,42133.5
SKU-039,Gamma Tools,2025-07-21,84,39324.6
SKU-039,Delta Corp,2025-07-21,17,7958.55
SKU-039,Alfa Industries,2025-07-28,188,88012.2
SKU-039,Beta Manufacturing,2025-07-28,132,61795.8
SKU-039,Gamma Tools,2025-07-28,67,31366.05
SKU-039,Delta Corp,2025-07-28,79,36983.85
SKU-039,Alfa Industries,2025-08-04,159,74435.85
SKU-039,Beta Manufacturing,2025-08-04,90,42133.5
SKU-039,Gamma Tools,2025-08-04,68,31834.2
SKU-039,Delta Corp,2025-08-04,68,31834.2
SKU-039,Alfa Industries,2025-08-11,196,91757.4
SKU-039,Beta Manufacturing,2025-08-11,159,74435.85
SKU-039,Gamma Tools,2025-08-11,107,50092.05
SKU-039,Delta Corp,2025-08-11,51,23875.65
SKU-039,Alfa Industries,2025-08-18,213,99715.95
SKU-039,Beta Manufacturing,2025-08-18,159,74435.85
SKU-039,Gamma Tools,2025-08-18,110,51496.5
SKU-039,Alfa Industries,2025-08-25,151,70690.65
SKU-039,Beta Manufacturing,2025-08-25,119,55709.85
SKU-039,Gamma Tools,2025-08-25,67,31366.05
SKU-039,Delta Corp,2025-08-25,15,7022.25
SKU-039,Alfa Industries,2025-09-01,133,62263.95
SKU-039,Beta Manufacturing,2025-09-01,113,52900.95
SKU-039,Gamma Tools,2025-09-01,74,34643.1
SKU-039,Delta Corp,2025-09-01,40,18726.0
SKU-039,Alfa Industries,2025-09-08,137,64136.55
SKU-039,Beta Manufacturing,2025-09-08,105,49155.75
SKU-039,Gamma Tools,2025-09-08,69,32302.35
SKU-039,Delta Corp,2025-09-08,59,27620.85
SKU-039,Alfa Industries,2025-09-15,167,78181.05
SKU-039,Beta Manufacturing,2025-09-15,133,62263.95
SKU-039,Gamma Tools,2025-09-15,91,42601.65
SKU-039,Delta Corp,2025-09-15,37,17321.55
SKU-039,Alfa Industries,2025-09-22,118,55241.7
SKU-039,Beta Manufacturing,2025-09-22,90,42133.5
SKU-039,Gamma Tools,2025-09-22,63,29493.45
SKU-039,Delta Corp,2025-09-22,24,11235.6
SKU-039,Alfa Industries,2025-09-29,158,73967.7
SKU-039,Beta Manufacturing,2025-09-29,128,59923.2
SKU-039,Gamma Tools,2025-09-29,70,32770.5
SKU-039,Delta Corp,2025-09-29,67,31366.05
SKU-039,Alfa Industries,2025-10-06,133,62263.95
SKU-039,Beta Manufacturing,2025-10-06,103,48219.45
SKU-039,Gamma Tools,2025-10-06,73,34174.95
SKU-039,Delta Corp,2025-10-06,6,2808.9
SKU-039,Alfa Industries,2025-10-13,225,105333.75
SKU-039,Beta Manufacturing,2025-10-13,170,79585.5
SKU-039,Gamma Tools,2025-10-13,97,45410.55
SKU-039,Delta Corp,2025-10-13,85,39792.75
SKU-039,Alfa Industries,2025-10-20,123,57582.45
SKU-039,Beta Manufacturing,2025-10-20,92,43069.8
SKU-039,Gamma Tools,2025-10-20,64,29961.6
SKU-039,Delta Corp,2025-10-20,30,14044.5
SKU-039,Alfa Industries,2025-10-27,96,44942.4
SKU-039,Beta Manufacturing,2025-10-27,64,29961.6
SKU-039,Gamma Tools,2025-10-27,40,18726.0
SKU-039,Delta Corp,2025-10-27,35,16385.25
SKU-039,Alfa Industries,2025-11-03,133,62263.95
SKU-039,Beta Manufacturing,2025-11-03,103,48219.45
SKU-039,Gamma Tools,2025-11-03,57,26684.55
SKU-039,Delta Corp,2025-11-03,33,15448.95
SKU-039,Alfa Industries,2025-11-10,72,33706.8
SKU-039,Beta Manufacturing,2025-11-10,57,26684.55
SKU-039,Gamma Tools,2025-11-10,32,14980.8
SKU-039,Delta Corp,2025-11-10,10,4681.5
SKU-039,Alfa Industries,2025-11-17,32,14980.8
SKU-039,Beta Manufacturing,2025-11-17,22,10299.3
SKU-039,Gamma Tools,2025-11-17,14,6554.1
SKU-039,Delta Corp,2025-11-17,13,6085.95
SKU-039,Alfa Industries,2025-11-24,152,71158.8
SKU-039,Beta Manufacturing,2025-11-24,121,56646.15
SKU-039,Gamma Tools,2025-11-24,105,49155.75
SKU-039,Delta Corp,2025-11-24,13,6085.95
SKU-039,Alfa Industries,2025-12-01,165,77244.75
SKU-039,Beta Manufacturing,2025-12-01,130,60859.5
SKU-039,Gamma Tools,2025-12-01,61,28557.15
SKU-039,Delta Corp,2025-12-01,59,27620.85
SKU-039,Alfa Industries,2025-12-08,278,130145.7
SKU-039,Beta Manufacturing,2025-12-08,184,86139.6
SKU-039,Gamma Tools,2025-12-08,105,49155.75
SKU-039,Delta Corp,2025-12-08,49,22939.35
SKU-039,Alfa Industries,2025-12-15,159,74435.85
SKU-039,Beta Manufacturing,2025-12-15,115,53837.25
SKU-039,Gamma Tools,2025-12-15,88,41197.2
SKU-039,Delta Corp,2025-12-15,10,4681.5
SKU-039,Alfa Industries,2025-12-22,137,64136.55
SKU-039,Beta Manufacturing,2025-12-22,122,57114.3
SKU-039,Gamma Tools,2025-12-22,81,37920.15
SKU-039,Delta Corp,2025-12-22,79,36983.85
SKU-039,Alfa Industries,2025-12-29,131,61327.65
SKU-039,Beta Manufacturing,2025-12-29,90,42133.5
SKU-039,Gamma Tools,2025-12-29,61,28557.15
SKU-039,Delta Corp,2025-12-29,55,25748.25
SKU-039,Alfa Industries,2026-01-05,174,81458.1
SKU-039,Beta Manufacturing,2026-01-05,135,63200.25
SKU-039,Gamma Tools,2026-01-05,96,44942.4
SKU-039,Delta Corp,2026-01-05,58,27152.7
SKU-039,Alfa Industries,2026-01-12,160,74904.0
SKU-039,Beta Manufacturing,2026-01-12,136,63668.4
SKU-039,Gamma Tools,2026-01-12,84,39324.6
SKU-039,Delta Corp,2026-01-12,42,19662.3
SKU-039,Alfa Industries,2026-01-19,153,71626.95
SKU-039,Beta Manufacturing,2026-01-19,98,45878.7
SKU-039,Gamma Tools,2026-01-19,88,41197.2
SKU-039,Delta Corp,2026-01-19,30,14044.5
SKU-039,Alfa Industries,2026-01-26,172,80521.8
SKU-039,Beta Manufacturing,2026-01-26,141,66009.15
SKU-039,Gamma Tools,2026-01-26,92,43069.8
SKU-039,Delta Corp,2026-01-26,37,17321.55
SKU-039,Alfa Industries,2026-02-02,167,78181.05
SKU-039,Beta Manufacturing,2026-02-02,122,57114.3
SKU-039,Gamma Tools,2026-02-02,83,38856.45
SKU-039,Delta Corp,2026-02-02,33,15448.95
SKU-039,Alfa Industries,2026-02-09,131,61327.65
SKU-039,Beta Manufacturing,2026-02-09,91,42601.65
SKU-039,Gamma Tools,2026-02-09,69,32302.35
SKU-039,Delta Corp,2026-02-09,23,10767.45
SKU-039,Alfa Industries,2026-02-16,201,94098.15
SKU-039,Beta Manufacturing,2026-02-16,130,60859.5
SKU-039,Gamma Tools,2026-02-16,92,43069.8
SKU-039,Delta Corp,2026-02-16,8,3745.2
SKU-039,Alfa Industries,2026-02-23,171,80053.65
SKU-039,Beta Manufacturing,2026-02-23,129,60391.35
SKU-039,Gamma Tools,2026-02-23,102,47751.3
SKU-039,Delta Corp,2026-02-23,35,16385.25
SKU-039,Alfa Industries,2026-03-02,194,90821.1
SKU-039,Beta Manufacturing,2026-03-02,153,71626.95
SKU-039,Gamma Tools,2026-03-02,100,46815.0
SKU-039,Delta Corp,2026-03-02,41,19194.15
SKU-040,Alfa Industries,2025-03-10,110,23072.5
SKU-040,Beta Manufacturing,2025-03-10,75,15731.25
SKU-040,Gamma Tools,2025-03-10,65,13633.75
SKU-040,Delta Corp,2025-03-10,24,5034.0
SKU-040,Alfa Industries,2025-03-17,219,45935.25
SKU-040,Beta Manufacturing,2025-03-17,199,41740.25
SKU-040,Gamma Tools,2025-03-17,108,22653.0
SKU-040,Delta Corp,2025-03-17,82,17199.5
SKU-040,Alfa Industries,2025-03-24,142,29784.5
SKU-040,Beta Manufacturing,2025-03-24,113,23701.75
SKU-040,Gamma Tools,2025-03-24,73,15311.75
SKU-040,Delta Corp,2025-03-24,42,8809.5
SKU-040,Alfa Industries,2025-03-31,56,11746.0
SKU-040,Beta Manufacturing,2025-03-31,38,7970.5
SKU-040,Gamma Tools,2025-03-31,26,5453.5
SKU-040,Delta Corp,2025-03-31,17,3565.75
SKU-040,Alfa Industries,2025-04-07,128,26848.0
SKU-040,Beta Manufacturing,2025-04-07,93,19506.75
SKU-040,Gamma Tools,2025-04-07,33,6921.75
SKU-040,Delta Corp,2025-04-07,35,7341.25
SKU-040,Alfa Industries,2025-04-14,156,32721.0
SKU-040,Beta Manufacturing,2025-04-14,129,27057.75
SKU-040,Gamma Tools,2025-04-14,71,14892.25
SKU-040,Delta Corp,2025-04-14,13,2726.75
SKU-040,Alfa Industries,2025-04-21,102,21394.5
SKU-040,Beta Manufacturing,2025-04-21,98,20555.5
SKU-040,Gamma Tools,2025-04-21,83,17409.25
SKU-040,Delta Corp,2025-04-21,20,4195.0
SKU-040,Alfa Industries,2025-04-28,157,32930.75
SKU-040,Beta Manufacturing,2025-04-28,115,24121.25
SKU-040,Gamma Tools,2025-04-28,86,18038.5
SKU-040,Delta Corp,2025-04-28,67,14053.25
SKU-040,Alfa Industries,2025-05-05,183,38384.25
SKU-040,Beta Manufacturing,2025-05-05,153,32091.75
SKU-040,Gamma Tools,2025-05-05,78,16360.5
SKU-040,Delta Corp,2025-05-05,51,10697.25
SKU-040,Alfa Industries,2025-05-12,174,36496.5
SKU-040,Beta Manufacturing,2025-05-12,126,26428.5
SKU-040,Gamma Tools,2025-05-12,100,20975.0
SKU-040,Delta Corp,2025-05-12,71,14892.25
SKU-040,Alfa Industries,2025-05-19,105,22023.75
SKU-040,Beta Manufacturing,2025-05-19,78,16360.5
SKU-040,Gamma Tools,2025-05-19,63,13214.25
SKU-040,Delta Corp,2025-05-19,30,6292.5
SKU-040,Alfa Industries,2025-05-26,225,47193.75
SKU-040,Beta Manufacturing,2025-05-26,131,27477.25
SKU-040,Gamma Tools,2025-05-26,119,24960.25
SKU-040,Delta Corp,2025-05-26,67,14053.25
SKU-040,Alfa Industries,2025-06-02,108,22653.0
SKU-040,Beta Manufacturing,2025-06-02,79,16570.25
SKU-040,Gamma Tools,2025-06-02,55,11536.25
SKU-040,Delta Corp,2025-06-02,22,4614.5
SKU-040,Alfa Industries,2025-06-09,147,30833.25
SKU-040,Beta Manufacturing,2025-06-09,115,24121.25
SKU-040,Gamma Tools,2025-06-09,57,11955.75
SKU-040,Delta Corp,2025-06-09,51,10697.25
SKU-040,Alfa Industries,2025-06-16,144,30204.0
SKU-040,Beta Manufacturing,2025-06-16,110,23072.5
SKU-040,Gamma Tools,2025-06-16,84,17619.0
SKU-040,Delta Corp,2025-06-16,38,7970.5
SKU-040,Alfa Industries,2025-06-23,148,31043.0
SKU-040,Beta Manufacturing,2025-06-23,87,18248.25
SKU-040,Gamma Tools,2025-06-23,62,13004.5
SKU-040,Delta Corp,2025-06-23,56,11746.0
SKU-040,Alfa Industries,2025-06-30,166,34818.5
SKU-040,Beta Manufacturing,2025-06-30,146,30623.5
SKU-040,Gamma Tools,2025-06-30,75,15731.25
SKU-040,Delta Corp,2025-06-30,17,3565.75
SKU-040,Alfa Industries,2025-07-07,103,21604.25
SKU-040,Beta Manufacturing,2025-07-07,72,15102.0
SKU-040,Gamma Tools,2025-07-07,57,11955.75
SKU-040,Delta Corp,2025-07-07,42,8809.5
SKU-040,Alfa Industries,2025-07-14,159,33350.25
SKU-040,Beta Manufacturing,2025-07-14,112,23492.0
SKU-040,Gamma Tools,2025-07-14,81,16989.75
SKU-040,Delta Corp,2025-07-14,40,8390.0
SKU-040,Alfa Industries,2025-07-21,147,30833.25
SKU-040,Beta Manufacturing,2025-07-21,117,24540.75
SKU-040,Gamma Tools,2025-07-21,68,14263.0
SKU-040,Delta Corp,2025-07-21,24,5034.0
SKU-040,Alfa Industries,2025-07-28,167,35028.25
SKU-040,Beta Manufacturing,2025-07-28,140,29365.0
SKU-040,Gamma Tools,2025-07-28,101,21184.75
SKU-040,Delta Corp,2025-07-28,41,8599.75
SKU-040,Alfa Industries,2025-08-04,203,42579.25
SKU-040,Beta Manufacturing,2025-08-04,140,29365.0
SKU-040,Gamma Tools,2025-08-04,93,19506.75
SKU-040,Delta Corp,2025-08-04,58,12165.5
SKU-040,Alfa Industries,2025-08-11,195,40901.25
SKU-040,Beta Manufacturing,2025-08-11,139,29155.25
SKU-040,Gamma Tools,2025-08-11,80,16780.0
SKU-040,Delta Corp,2025-08-11,75,15731.25
SKU-040,Alfa Industries,2025-08-18,180,37755.0
SKU-040,Beta Manufacturing,2025-08-18,138,28945.5
SKU-040,Gamma Tools,2025-08-18,85,17828.75
SKU-040,Delta Corp,2025-08-18,35,7341.25
SKU-040,Alfa Industries,2025-08-25,180,37755.0
SKU-040,Beta Manufacturing,2025-08-25,149,31252.75
SKU-040,Gamma Tools,2025-08-25,111,23282.25
SKU-040,Delta Corp,2025-08-25,1,209.75
SKU-040,Alfa Industries,2025-09-01,142,29784.5
SKU-040,Beta Manufacturing,2025-09-01,125,26218.75
SKU-040,Gamma Tools,2025-09-01,79,16570.25
SKU-040,Delta Corp,2025-09-01,12,2517.0
SKU-040,Alfa Industries,2025-09-08,172,36077.0
SKU-040,Beta Manufacturing,2025-09-08,90,18877.5
SKU-040,Gamma Tools,2025-09-08,84,17619.0
SKU-040,Delta Corp,2025-09-08,62,13004.5
SKU-040,Alfa Industries,2025-09-15,216,45306.0
SKU-040,Beta Manufacturing,2025-09-15,180,37755.0
SKU-040,Gamma Tools,2025-09-15,107,22443.25
SKU-040,Delta Corp,2025-09-15,11,2307.25
